index,maquina,data
34639,95,2015-07-15
3672,11,2015-01-11
26439,73,2015-02-24
7009,20,2015-02-12
14652,40,2015-12-21
16301,45,2015-06-23
938,3,2015-07-25
30745,84,2015-11-29
11415,32,2015-02-19
33785,93,2015-03-16
14548,40,2015-09-08
32984,91,2015-01-07
13761,38,2015-07-16
28381,78,2015-06-16
35830,98,2015-10-13
27387,75,2015-09-28
33075,91,2015-04-08
20833,57,2015-11-06
6854,19,2015-09-11
35765,98,2015-08-09
16727,46,2015-08-22
675,2,2015-11-05
10623,29,2015-12-24
17995,50,2015-02-06
21612,59,2015-12-23
2867,8,2015-10-31
21830,60,2015-07-28
29174,80,2015-08-16
1453,4,2015-12-21
8637,24,2015-07-23
19366,53,2015-11-04
3929,11,2015-09-24
2915,8,2015-12-18
14321,40,2015-01-24
1078,3,2015-12-12
25779,71,2015-05-08
33817,93,2015-04-17
35877,98,2015-11-29
14637,40,2015-12-06
1806,5,2015-12-08
32135,88,2015-09-15
9930,28,2015-01-31
25947,71,2015-10-23
15090,42,2015-03-02
26726,73,2015-12-08
20565,57,2015-02-11
21007,58,2015-04-28
5303,15,2015-06-21
23175,64,2015-03-30
4402,13,2015-01-07
13800,38,2015-08-24
32771,90,2015-06-10
9669,27,2015-05-16
17122,47,2015-09-20
11421,32,2015-02-25
25158,69,2015-08-28
12936,36,2015-04-14
704,2,2015-12-04
12352,34,2015-09-10
25827,71,2015-06-25
17486,48,2015-09-18
25032,69,2015-04-24
32650,90,2015-02-09
13436,37,2015-08-26
14725,41,2015-03-03
27425,75,2015-11-05
10146,28,2015-09-04
19733,54,2015-11-05
22371,62,2015-01-18
33135,91,2015-06-07
16962,47,2015-04-13
11860,33,2015-05-07
7449,21,2015-04-27
3127,9,2015-07-17
23492,65,2015-02-09
17718,49,2015-05-07
2975,9,2015-02-15
28201,77,2015-12-19
10559,29,2015-10-21
22340,61,2015-12-19
23669,65,2015-08-05
16951,47,2015-04-02
29395,81,2015-03-24
34327,94,2015-09-08
19824,55,2015-02-03
33749,93,2015-02-08
17761,49,2015-06-19
3162,9,2015-08-21
17211,47,2015-12-18
2690,8,2015-05-07
12067,33,2015-11-30
9131,25,2015-11-26
9818,27,2015-10-12
3609,10,2015-11-10
3429,10,2015-05-14
30403,83,2015-12-24
35090,96,2015-10-08
33773,93,2015-03-04
16348,45,2015-08-09
21633,60,2015-01-12
11713,32,2015-12-13
34889,96,2015-03-21
33057,91,2015-03-21
36132,99,2015-08-10
17720,49,2015-05-09
17393,48,2015-06-17
8504,24,2015-03-12
2256,7,2015-02-28
4717,13,2015-11-16
25988,71,2015-12-03
23561,65,2015-04-19
22539,62,2015-07-05
16455,45,2015-11-24
15717,43,2015-11-18
31073,85,2015-10-22
3285,9,2015-12-22
35562,98,2015-01-20
26290,72,2015-09-30
33603,92,2015-09-16
18900,52,2015-07-28
23096,64,2015-01-10
11573,32,2015-07-26
3557,10,2015-09-19
24607,68,2015-02-24
3017,9,2015-03-29
28716,79,2015-05-16
5101,14,2015-12-03
25010,69,2015-04-02
10585,29,2015-11-16
123,1,2015-05-04
29685,82,2015-01-07
32861,90,2015-09-07
33458,92,2015-04-24
3131,9,2015-07-21
3446,10,2015-05-31
23668,65,2015-08-04
8641,24,2015-07-27
8475,24,2015-02-11
28243,78,2015-01-29
5943,17,2015-03-18
23859,66,2015-02-09
15734,43,2015-12-05
28341,78,2015-05-07
31779,87,2015-09-26
6743,19,2015-05-23
3689,11,2015-01-28
36501,100,2015-08-13
5491,15,2015-12-25
33977,93,2015-09-24
16549,46,2015-02-25
26041,72,2015-01-24
5298,15,2015-06-16
1226,4,2015-05-08
33872,93,2015-06-11
7439,21,2015-04-17
26043,72,2015-01-26
29744,82,2015-03-07
14789,41,2015-05-06
29115,80,2015-06-18
19315,53,2015-09-14
35889,98,2015-12-11
23280,64,2015-07-13
34414,94,2015-12-03
13958,39,2015-01-27
31722,87,2015-07-31
22882,63,2015-06-11
13805,38,2015-08-29
19616,54,2015-07-11
27340,75,2015-08-12
34816,96,2015-01-07
27440,75,2015-11-20
20068,55,2015-10-05
30464,84,2015-02-21
9048,25,2015-09-04
14791,41,2015-05-08
32724,90,2015-04-24
12668,35,2015-07-22
31479,86,2015-12-01
34920,96,2015-04-21
31691,87,2015-06-30
18649,51,2015-11-21
21728,60,2015-04-17
8033,22,2015-11-28
31192,86,2015-02-17
13298,37,2015-04-10
17754,49,2015-06-12
21289,59,2015-02-03
6409,18,2015-06-24
36127,99,2015-08-05
25422,70,2015-05-18
14479,40,2015-07-01
1003,3,2015-09-28
7969,22,2015-09-25
8990,25,2015-07-09
2547,7,2015-12-16
17088,47,2015-08-17
35611,98,2015-03-10
26485,73,2015-04-11
144,1,2015-05-25
32073,88,2015-07-16
10169,28,2015-09-27
17757,49,2015-06-15
11626,32,2015-09-17
36217,99,2015-11-03
18177,50,2015-08-07
10738,30,2015-04-17
10381,29,2015-04-26
33112,91,2015-05-15
36251,99,2015-12-07
26252,72,2015-08-23
2970,9,2015-02-10
7228,20,2015-09-19
21005,58,2015-04-26
11060,31,2015-03-03
27064,74,2015-11-10
19100,53,2015-02-11
30418,84,2015-01-06
24534,67,2015-12-14
7987,22,2015-10-13
28697,79,2015-04-27
36352,100,2015-03-17
7171,20,2015-07-24
33329,91,2015-12-18
36596,100,2015-11-16
23386,64,2015-10-27
5319,15,2015-07-07
34957,96,2015-05-28
6992,20,2015-01-26
15438,43,2015-02-12
4357,12,2015-11-24
20803,57,2015-10-07
28912,79,2015-11-28
4848,14,2015-03-25
14955,41,2015-10-19
4737,13,2015-12-06
25881,71,2015-08-18
9393,26,2015-08-14
27538,76,2015-02-25
6246,18,2015-01-12
17826,49,2015-08-23
7274,20,2015-11-04
28313,78,2015-04-09
23404,64,2015-11-14
20539,57,2015-01-16
19943,55,2015-06-02
30839,85,2015-03-02
15733,43,2015-12-04
33212,91,2015-08-23
20702,57,2015-06-28
25122,69,2015-07-23
11635,32,2015-09-26
29741,82,2015-03-04
24299,67,2015-04-23
30468,84,2015-02-25
27035,74,2015-10-12
32495,89,2015-09-08
34320,94,2015-09-01
8609,24,2015-06-25
28005,77,2015-06-06
2407,7,2015-07-29
6381,18,2015-05-27
34159,94,2015-03-24
27361,75,2015-09-02
31548,87,2015-02-07
17617,49,2015-01-26
36167,99,2015-09-14
28738,79,2015-06-07
385,2,2015-01-20
19966,55,2015-06-25
32835,90,2015-08-13
2071,6,2015-08-29
18086,50,2015-05-08
5771,16,2015-09-28
33051,91,2015-03-15
26103,72,2015-03-27
26215,72,2015-07-17
30071,83,2015-01-27
35343,97,2015-06-16
11958,33,2015-08-13
13991,39,2015-03-01
16591,46,2015-04-08
31732,87,2015-08-10
18544,51,2015-08-08
27043,74,2015-10-20
11,1,2015-01-12
24559,68,2015-01-07
25378,70,2015-04-04
1249,4,2015-05-31
22641,62,2015-10-15
5722,16,2015-08-10
7111,20,2015-05-25
24459,67,2015-09-30
27712,76,2015-08-18
24853,68,2015-10-28
6582,18,2015-12-14
6640,19,2015-02-09
18907,52,2015-08-04
20466,56,2015-11-05
22135,61,2015-05-28
6072,17,2015-07-24
30380,83,2015-12-01
11158,31,2015-06-09
19347,53,2015-10-16
8189,23,2015-05-02
33021,91,2015-02-13
31657,87,2015-05-27
17716,49,2015-05-05
35318,97,2015-05-22
26895,74,2015-05-25
13087,36,2015-09-12
16480,45,2015-12-19
18294,50,2015-12-02
10608,29,2015-12-09
12135,34,2015-02-05
16953,47,2015-04-04
10579,29,2015-11-10
34205,94,2015-05-09
12207,34,2015-04-18
16599,46,2015-04-16
1134,4,2015-02-05
28681,79,2015-04-11
2661,8,2015-04-08
27634,76,2015-06-01
36095,99,2015-07-04
23509,65,2015-02-26
26890,74,2015-05-20
18668,51,2015-12-10
28327,78,2015-04-23
5108,14,2015-12-10
14826,41,2015-06-12
36295,100,2015-01-19
5903,17,2015-02-06
22243,61,2015-09-13
25337,70,2015-02-22
9956,28,2015-02-26
16627,46,2015-05-14
35548,98,2015-01-06
23396,64,2015-11-06
32045,88,2015-06-18
13347,37,2015-05-29
1137,4,2015-02-08
24013,66,2015-07-12
11805,33,2015-03-13
27729,76,2015-09-04
19947,55,2015-06-06
17684,49,2015-04-03
2274,7,2015-03-18
8916,25,2015-04-27
26058,72,2015-02-10
10986,30,2015-12-20
6909,19,2015-11-05
182,1,2015-07-02
27229,75,2015-04-23
26417,73,2015-02-02
10054,28,2015-06-04
17660,49,2015-03-10
21466,59,2015-07-30
26127,72,2015-04-20
35946,99,2015-02-05
11857,33,2015-05-04
12666,35,2015-07-20
2499,7,2015-10-29
11590,32,2015-08-12
4132,12,2015-04-13
27175,75,2015-02-28
9706,27,2015-06-22
12942,36,2015-04-20
16329,45,2015-07-21
27173,75,2015-02-26
197,1,2015-07-17
23059,63,2015-12-05
17632,49,2015-02-10
28905,79,2015-11-21
19450,54,2015-01-26
3703,11,2015-02-11
6700,19,2015-04-10
8623,24,2015-07-09
32722,90,2015-04-22
7579,21,2015-09-03
8344,23,2015-10-04
35566,98,2015-01-24
35416,97,2015-08-28
27796,76,2015-11-10
19909,55,2015-04-29
2933,9,2015-01-04
14517,40,2015-08-08
11678,32,2015-11-08
12117,34,2015-01-18
34469,95,2015-01-26
31168,86,2015-01-24
27009,74,2015-09-16
2042,6,2015-07-31
372,2,2015-01-07
20939,58,2015-02-19
6140,17,2015-09-30
25417,70,2015-05-13
15313,42,2015-10-11
3190,9,2015-09-18
24801,68,2015-09-06
3400,10,2015-04-15
15894,44,2015-05-13
5355,15,2015-08-12
32377,89,2015-05-13
14360,40,2015-03-04
6908,19,2015-11-04
7947,22,2015-09-03
835,3,2015-04-13
32964,90,2015-12-19
17113,47,2015-09-11
10066,28,2015-06-16
24969,69,2015-02-20
13303,37,2015-04-15
2102,6,2015-09-29
26929,74,2015-06-28
18822,52,2015-05-11
29384,81,2015-03-13
34783,95,2015-12-06
5958,17,2015-04-01
23626,65,2015-06-23
21415,59,2015-06-09
25068,69,2015-05-30
12369,34,2015-09-27
32017,88,2015-05-21
16885,47,2015-01-26
26091,72,2015-03-15
16021,44,2015-09-17
4810,14,2015-02-15
7381,21,2015-02-18
11966,33,2015-08-21
8974,25,2015-06-23
2688,8,2015-05-05
25545,70,2015-09-18
17539,48,2015-11-10
26133,72,2015-04-26
4181,12,2015-06-01
31257,86,2015-04-23
32795,90,2015-07-04
8119,23,2015-02-21
4574,13,2015-06-27
16371,45,2015-09-01
30854,85,2015-03-17
3780,11,2015-04-28
24036,66,2015-08-04
5715,16,2015-08-03
15409,43,2015-01-14
22816,63,2015-04-06
17126,47,2015-09-24
21691,60,2015-03-11
18325,51,2015-01-01
10553,29,2015-10-15
25605,70,2015-11-17
15046,42,2015-01-17
28022,77,2015-06-23
1765,5,2015-10-28
33276,91,2015-10-26
14844,41,2015-06-30
24099,66,2015-10-06
31813,87,2015-10-30
27914,77,2015-03-07
25263,69,2015-12-11
5294,15,2015-06-12
19691,54,2015-09-24
3890,11,2015-08-16
7165,20,2015-07-18
24552,67,2016-01-01
8666,24,2015-08-21
22505,62,2015-06-01
95,1,2015-04-06
25436,70,2015-06-01
15937,44,2015-06-25
8917,25,2015-04-28
17350,48,2015-05-05
16734,46,2015-08-29
5147,15,2015-01-17
20765,57,2015-08-30
32064,88,2015-07-07
9958,28,2015-02-28
34140,94,2015-03-05
19344,53,2015-10-13
11955,33,2015-08-10
23650,65,2015-07-17
28504,78,2015-10-17
24372,67,2015-07-05
21826,60,2015-07-24
6112,17,2015-09-02
13475,37,2015-10-04
27113,74,2015-12-29
33496,92,2015-06-01
9992,28,2015-04-03
12315,34,2015-08-04
17623,49,2015-02-01
27835,76,2015-12-19
20814,57,2015-10-18
18332,51,2015-01-08
8265,23,2015-07-17
1935,6,2015-04-15
35849,98,2015-11-01
24298,67,2015-04-22
32146,88,2015-09-26
9676,27,2015-05-23
31155,86,2015-01-11
35086,96,2015-10-04
5027,14,2015-09-20
29497,81,2015-07-04
21117,58,2015-08-16
34237,94,2015-06-10
24297,67,2015-04-21
13565,38,2015-01-01
4532,13,2015-05-16
34081,94,2015-01-05
12517,35,2015-02-21
25658,71,2015-01-08
20884,57,2015-12-27
4567,13,2015-06-20
18779,52,2015-03-29
1584,5,2015-04-30
14102,39,2015-06-20
15406,43,2015-01-11
2590,8,2015-01-27
26484,73,2015-04-10
27475,75,2015-12-25
19216,53,2015-06-07
2829,8,2015-09-23
9493,26,2015-11-22
28713,79,2015-05-13
3748,11,2015-03-28
4530,13,2015-05-14
14498,40,2015-07-20
16537,46,2015-02-13
28129,77,2015-10-08
35138,96,2015-11-25
10285,29,2015-01-20
14039,39,2015-04-18
7644,21,2015-11-07
34517,95,2015-03-15
23103,64,2015-01-17
27335,75,2015-08-07
22414,62,2015-03-02
8540,24,2015-04-17
19935,55,2015-05-25
19318,53,2015-09-17
21167,58,2015-10-05
35149,96,2015-12-06
19847,55,2015-02-26
29677,81,2015-12-31
22205,61,2015-08-06
5551,16,2015-02-21
6560,18,2015-11-22
11245,31,2015-09-04
10989,30,2015-12-23
11774,33,2015-02-10
9912,28,2015-01-13
12752,35,2015-10-13
8448,24,2015-01-15
36572,100,2015-10-23
21769,60,2015-05-28
31048,85,2015-09-27
33454,92,2015-04-20
7124,20,2015-06-07
9819,27,2015-10-13
2549,7,2015-12-18
26571,73,2015-07-06
4253,12,2015-08-12
25187,69,2015-09-26
3871,11,2015-07-28
16353,45,2015-08-14
21720,60,2015-04-09
12596,35,2015-05-11
8524,24,2015-04-01
12299,34,2015-07-19
12990,36,2015-06-07
32949,90,2015-12-04
6210,17,2015-12-08
26118,72,2015-04-11
1754,5,2015-10-17
31944,88,2015-03-09
2560,7,2015-12-29
3016,9,2015-03-28
7114,20,2015-05-28
28755,79,2015-06-24
18155,50,2015-07-16
25072,69,2015-06-03
21232,58,2015-12-09
22232,61,2015-09-02
2602,8,2015-02-08
35585,98,2015-02-12
26982,74,2015-08-20
20288,56,2015-05-12
1240,4,2015-05-22
31487,86,2015-12-09
18625,51,2015-10-28
4700,13,2015-10-30
805,3,2015-03-14
4953,14,2015-07-08
11021,31,2015-01-23
737,3,2015-01-05
13936,39,2015-01-05
13319,37,2015-05-01
19068,53,2015-01-10
14123,39,2015-07-11
22370,62,2015-01-17
9725,27,2015-07-11
605,2,2015-08-27
26706,73,2015-11-18
9165,25,2015-12-30
3841,11,2015-06-28
21386,59,2015-05-11
19849,55,2015-02-28
9600,27,2015-03-08
23796,65,2015-12-09
32432,89,2015-07-07
5643,16,2015-05-24
25845,71,2015-07-13
33613,92,2015-09-26
24440,67,2015-09-11
13516,37,2015-11-14
25595,70,2015-11-07
22050,61,2015-03-04
21525,59,2015-09-27
16824,46,2015-11-27
24368,67,2015-07-01
31225,86,2015-03-22
14687,41,2015-01-24
5194,15,2015-03-04
1998,6,2015-06-17
35724,98,2015-06-29
34933,96,2015-05-04
13590,38,2015-01-26
33223,91,2015-09-03
23049,63,2015-11-25
32996,91,2015-01-19
21574,59,2015-11-15
27260,75,2015-05-24
30066,83,2015-01-22
13865,38,2015-10-28
12717,35,2015-09-09
18707,52,2015-01-17
20139,55,2015-12-15
9639,27,2015-04-16
36346,100,2015-03-11
6777,19,2015-06-26
1426,4,2015-11-24
20645,57,2015-05-02
26233,72,2015-08-04
6680,19,2015-03-21
12872,36,2015-02-09
23644,65,2015-07-11
2091,6,2015-09-18
17451,48,2015-08-14
17316,48,2015-04-01
27076,74,2015-11-22
9355,26,2015-07-07
27864,77,2015-01-16
24614,68,2015-03-03
10222,28,2015-11-19
15441,43,2015-02-15
9557,27,2015-01-24
29444,81,2015-05-12
15701,43,2015-11-02
16230,45,2015-04-13
1756,5,2015-10-19
28101,77,2015-09-10
12436,34,2015-12-03
14522,40,2015-08-13
10983,30,2015-12-17
35968,99,2015-02-27
33489,92,2015-05-25
29363,81,2015-02-20
24003,66,2015-07-02
9805,27,2015-09-29
4728,13,2015-11-27
22590,62,2015-08-25
7542,21,2015-07-29
4635,13,2015-08-26
23671,65,2015-08-07
16134,45,2015-01-07
36513,100,2015-08-25
906,3,2015-06-23
4503,13,2015-04-17
25791,71,2015-05-20
27774,76,2015-10-19
34459,95,2015-01-16
30569,84,2015-06-06
25972,71,2015-11-17
8372,23,2015-11-01
12377,34,2015-10-05
13014,36,2015-07-01
14696,41,2015-02-02
7934,22,2015-08-21
165,1,2015-06-15
26630,73,2015-09-03
11026,31,2015-01-28
569,2,2015-07-22
17494,48,2015-09-26
4581,13,2015-07-04
12084,33,2015-12-17
7129,20,2015-06-12
7652,21,2015-11-15
15207,42,2015-06-27
33626,92,2015-10-09
12771,35,2015-11-01
359,1,2015-12-26
15744,43,2015-12-15
23126,64,2015-02-09
27242,75,2015-05-06
31819,87,2015-11-05
16813,46,2015-11-16
13888,38,2015-11-20
12783,35,2015-11-13
6277,18,2015-02-12
3441,10,2015-05-26
3303,10,2015-01-08
35290,97,2015-04-24
2168,6,2015-12-04
32476,89,2015-08-20
28508,78,2015-10-21
30246,83,2015-07-20
22129,61,2015-05-22
27600,76,2015-04-28
16341,45,2015-08-02
624,2,2015-09-15
27485,76,2015-01-03
26136,72,2015-04-29
22439,62,2015-03-27
25974,71,2015-11-19
8027,22,2015-11-22
33200,91,2015-08-11
11730,32,2015-12-30
11653,32,2015-10-14
8152,23,2015-03-26
29103,80,2015-06-06
7103,20,2015-05-17
8308,23,2015-08-29
566,2,2015-07-19
16242,45,2015-04-25
35759,98,2015-08-03
8236,23,2015-06-18
35905,98,2015-12-27
15961,44,2015-07-19
17108,47,2015-09-06
19136,53,2015-03-19
25651,71,2015-01-01
30564,84,2015-06-01
21682,60,2015-03-02
12653,35,2015-07-07
13437,37,2015-08-27
800,3,2015-03-09
7296,20,2015-11-26
5544,16,2015-02-14
34208,94,2015-05-12
29460,81,2015-05-28
27891,77,2015-02-12
14322,40,2015-01-25
16189,45,2015-03-03
31518,87,2015-01-08
2510,7,2015-11-09
19986,55,2015-07-15
36246,99,2015-12-02
23456,65,2015-01-04
19341,53,2015-10-10
23532,65,2015-03-21
31716,87,2015-07-25
397,2,2015-02-01
35820,98,2015-10-03
18949,52,2015-09-15
14670,41,2015-01-07
19717,54,2015-10-20
14648,40,2015-12-17
5184,15,2015-02-22
6275,18,2015-02-10
10675,30,2015-02-13
27575,76,2015-04-03
13279,37,2015-03-22
10015,28,2015-04-26
8051,22,2015-12-16
30257,83,2015-07-31
5885,17,2015-01-19
12300,34,2015-07-20
4068,12,2015-02-08
14092,39,2015-06-10
27129,75,2015-01-13
601,2,2015-08-23
8822,25,2015-01-23
12484,35,2015-01-19
30725,84,2015-11-09
31967,88,2015-04-01
29452,81,2015-05-20
23087,64,2015-01-01
6119,17,2015-09-09
1133,4,2015-02-04
21038,58,2015-05-29
6320,18,2015-03-27
18526,51,2015-07-21
14213,39,2015-10-09
1469,5,2015-01-05
8534,24,2015-04-11
2283,7,2015-03-27
12167,34,2015-03-09
3129,9,2015-07-19
609,2,2015-08-31
18089,50,2015-05-11
2553,7,2015-12-22
14071,39,2015-05-20
10613,29,2015-12-14
18552,51,2015-08-16
17796,49,2015-07-24
29825,82,2015-05-27
3198,9,2015-09-26
22768,63,2015-02-17
9885,27,2015-12-18
34752,95,2015-11-05
20442,56,2015-10-12
20221,56,2015-03-06
26678,73,2015-10-21
13236,37,2015-02-07
2463,7,2015-09-23
3051,9,2015-05-02
11996,33,2015-09-20
2244,7,2015-02-16
5199,15,2015-03-09
14285,39,2015-12-20
30473,84,2015-03-02
28301,78,2015-03-28
2159,6,2015-11-25
19968,55,2015-06-27
4731,13,2015-11-30
20734,57,2015-07-30
36410,100,2015-05-14
17224,47,2015-12-31
7175,20,2015-07-28
22528,62,2015-06-24
28701,79,2015-05-01
13796,38,2015-08-20
27434,75,2015-11-14
32455,89,2015-07-30
31488,86,2015-12-10
1570,5,2015-04-16
19790,54,2016-01-01
28396,78,2015-07-01
6695,19,2015-04-05
36220,99,2015-11-06
23656,65,2015-07-23
24316,67,2015-05-10
25766,71,2015-04-25
9391,26,2015-08-12
22153,61,2015-06-15
24272,67,2015-03-27
4372,12,2015-12-09
4817,14,2015-02-22
29691,82,2015-01-13
22151,61,2015-06-13
8176,23,2015-04-19
34305,94,2015-08-17
13754,38,2015-07-09
24612,68,2015-03-01
5802,16,2015-10-29
12064,33,2015-11-27
13144,36,2015-11-08
400,2,2015-02-04
10057,28,2015-06-07
33645,92,2015-10-28
34435,94,2015-12-24
3837,11,2015-06-24
22876,63,2015-06-05
15469,43,2015-03-15
34448,95,2015-01-05
9480,26,2015-11-09
31918,88,2015-02-11
16447,45,2015-11-16
196,1,2015-07-16
14942,41,2015-10-06
24722,68,2015-06-19
9203,26,2015-02-05
6346,18,2015-04-22
28515,78,2015-10-28
22081,61,2015-04-04
13995,39,2015-03-05
19665,54,2015-08-29
4686,13,2015-10-16
21992,61,2015-01-05
27979,77,2015-05-11
11190,31,2015-07-11
16231,45,2015-04-14
11664,32,2015-10-25
12989,36,2015-06-06
1897,6,2015-03-08
32764,90,2015-06-03
16085,44,2015-11-20
7015,20,2015-02-18
28679,79,2015-04-09
16643,46,2015-05-30
13671,38,2015-04-17
29043,80,2015-04-07
27707,76,2015-08-13
1326,4,2015-08-16
6749,19,2015-05-29
35107,96,2015-10-25
21911,60,2015-10-17
34220,94,2015-05-24
22496,62,2015-05-23
19882,55,2015-04-02
28085,77,2015-08-25
20324,56,2015-06-17
16210,45,2015-03-24
2438,7,2015-08-29
35716,98,2015-06-22
32700,90,2015-03-31
20874,57,2015-12-17
13160,36,2015-11-24
14609,40,2015-11-08
16450,45,2015-11-19
28531,78,2015-11-13
26961,74,2015-07-30
14555,40,2015-09-15
28181,77,2015-11-29
28471,78,2015-09-14
21394,59,2015-05-19
32785,90,2015-06-24
20781,57,2015-09-15
35609,98,2015-03-08
29921,82,2015-08-31
29392,81,2015-03-21
29326,81,2015-01-14
16227,45,2015-04-10
17116,47,2015-09-14
19944,55,2015-06-03
4340,12,2015-11-07
27167,75,2015-02-20
9465,26,2015-10-25
17531,48,2015-11-02
32435,89,2015-07-10
35528,97,2015-12-18
26432,73,2015-02-17
21763,60,2015-05-22
4720,13,2015-11-19
27192,75,2015-03-17
32725,90,2015-04-25
25602,70,2015-11-14
28786,79,2015-07-25
9344,26,2015-06-26
29689,82,2015-01-11
1749,5,2015-10-12
22713,62,2015-12-26
6004,17,2015-05-17
2816,8,2015-09-10
6921,19,2015-11-17
2648,8,2015-03-26
14469,40,2015-06-21
36500,100,2015-08-12
3276,9,2015-12-13
34645,95,2015-07-21
13034,36,2015-07-21
30105,83,2015-03-02
26260,72,2015-08-31
1055,3,2015-11-19
4121,12,2015-04-02
32950,90,2015-12-05
21402,59,2015-05-27
7524,21,2015-07-11
33039,91,2015-03-03
33969,93,2015-09-16
29835,82,2015-06-06
36118,99,2015-07-27
14792,41,2015-05-09
17228,48,2015-01-03
26653,73,2015-09-26
25559,70,2015-10-02
33491,92,2015-05-27
16669,46,2015-06-25
7553,21,2015-08-08
30961,85,2015-07-02
8905,25,2015-04-16
31401,86,2015-09-14
15669,43,2015-10-01
27357,75,2015-08-29
8197,23,2015-05-10
25350,70,2015-03-07
15405,43,2015-01-10
28947,80,2015-01-01
18754,52,2015-03-04
17562,48,2015-12-03
12428,34,2015-11-25
9373,26,2015-07-25
28990,80,2015-02-13
1329,4,2015-08-19
36330,100,2015-02-23
23526,65,2015-03-15
334,1,2015-12-01
9110,25,2015-11-05
9516,26,2015-12-15
27845,76,2015-12-29
34134,94,2015-02-27
22040,61,2015-02-22
4922,14,2015-06-07
6026,17,2015-06-08
16670,46,2015-06-26
3203,9,2015-10-01
28410,78,2015-07-15
24129,66,2015-11-05
15367,42,2015-12-04
30049,83,2015-01-05
4618,13,2015-08-10
10966,30,2015-11-30
33712,93,2015-01-02
2432,7,2015-08-23
5687,16,2015-07-06
26776,74,2015-01-26
18145,50,2015-07-06
19606,54,2015-07-01
3255,9,2015-11-22
23156,64,2015-03-11
27363,75,2015-09-04
10159,28,2015-09-17
18450,51,2015-05-06
11940,33,2015-07-26
14354,40,2015-02-26
26535,73,2015-05-31
2727,8,2015-06-13
2731,8,2015-06-17
19558,54,2015-05-14
9509,26,2015-12-08
15344,42,2015-11-11
9814,27,2015-10-08
30038,82,2015-12-26
31398,86,2015-09-11
24125,66,2015-11-01
19433,54,2015-01-09
8225,23,2015-06-07
25157,69,2015-08-27
25365,70,2015-03-22
18536,51,2015-07-31
33208,91,2015-08-19
16685,46,2015-07-11
29915,82,2015-08-25
32002,88,2015-05-06
12828,35,2015-12-28
26173,72,2015-06-05
35171,96,2015-12-28
18095,50,2015-05-17
1937,6,2015-04-17
23520,65,2015-03-09
34434,94,2015-12-23
8770,24,2015-12-03
4912,14,2015-05-28
20100,55,2015-11-06
11479,32,2015-04-24
12768,35,2015-10-29
20782,57,2015-09-16
16379,45,2015-09-09
14534,40,2015-08-25
3028,9,2015-04-09
5810,16,2015-11-06
20733,57,2015-07-29
23766,65,2015-11-09
10041,28,2015-05-22
6294,18,2015-03-01
930,3,2015-07-17
21135,58,2015-09-03
10121,28,2015-08-10
4695,13,2015-10-25
16182,45,2015-02-24
5594,16,2015-04-05
6702,19,2015-04-12
25333,70,2015-02-18
10170,28,2015-09-28
3346,10,2015-02-20
4051,12,2015-01-22
33560,92,2015-08-04
989,3,2015-09-14
24335,67,2015-05-29
20373,56,2015-08-05
14413,40,2015-04-26
30623,84,2015-07-30
31993,88,2015-04-27
3024,9,2015-04-05
19451,54,2015-01-27
33548,92,2015-07-23
14405,40,2015-04-18
13791,38,2015-08-15
15507,43,2015-04-22
13043,36,2015-07-30
32998,91,2015-01-21
23013,63,2015-10-20
15847,44,2015-03-27
22705,62,2015-12-18
2559,7,2015-12-28
36046,99,2015-05-16
19379,53,2015-11-17
11900,33,2015-06-16
7942,22,2015-08-29
9763,27,2015-08-18
34607,95,2015-06-13
20602,57,2015-03-20
19159,53,2015-04-11
9014,25,2015-08-02
10193,28,2015-10-21
31235,86,2015-04-01
7824,22,2015-05-04
31091,85,2015-11-09
24382,67,2015-07-15
21086,58,2015-07-16
23565,65,2015-04-23
24358,67,2015-06-21
13274,37,2015-03-17
27539,76,2015-02-26
14334,40,2015-02-06
3809,11,2015-05-27
31784,87,2015-10-01
30428,84,2015-01-16
16184,45,2015-02-26
8868,25,2015-03-10
25341,70,2015-02-26
21234,58,2015-12-11
20666,57,2015-05-23
2079,6,2015-09-06
14657,40,2015-12-26
1117,4,2015-01-19
30698,84,2015-10-13
29922,82,2015-09-01
1485,5,2015-01-21
34986,96,2015-06-26
22604,62,2015-09-08
10504,29,2015-08-27
9059,25,2015-09-15
30268,83,2015-08-11
20721,57,2015-07-17
26747,73,2015-12-29
33407,92,2015-03-05
13329,37,2015-05-11
15280,42,2015-09-08
34479,95,2015-02-05
10576,29,2015-11-07
17729,49,2015-05-18
32164,88,2015-10-14
5348,15,2015-08-05
8352,23,2015-10-12
14324,40,2015-01-27
23488,65,2015-02-05
2449,7,2015-09-09
15420,43,2015-01-25
23134,64,2015-02-17
34632,95,2015-07-08
9311,26,2015-05-24
22870,63,2015-05-30
2964,9,2015-02-04
32383,89,2015-05-19
16803,46,2015-11-06
20597,57,2015-03-15
28649,79,2015-03-10
13560,37,2015-12-28
19652,54,2015-08-16
34861,96,2015-02-21
15078,42,2015-02-18
9743,27,2015-07-29
27371,75,2015-09-12
11391,32,2015-01-26
407,2,2015-02-11
24445,67,2015-09-16
8036,22,2015-12-01
7370,21,2015-02-07
21189,58,2015-10-27
3169,9,2015-08-28
1489,5,2015-01-25
25404,70,2015-04-30
14263,39,2015-11-28
17430,48,2015-07-24
14167,39,2015-08-24
19156,53,2015-04-08
