index,falha
7209,peca1
7798,peca1
36356,peca1
32224,peca1
23625,peca1
28442,peca1
15022,peca1
7395,peca1
29260,peca1
3030,peca1
3375,peca1
1874,peca1
22071,peca1
28828,peca1
30308,peca1
15363,peca1
10494,peca1
24185,peca1
21976,peca1
5760,peca1
28386,peca1
33435,peca1
25440,peca1
13804,peca1
30969,peca1
17557,peca1
35642,peca1
27919,peca1
31017,peca1
28275,peca1
9858,peca1
28737,peca1
12850,peca1
17857,peca1
35446,peca1
2562,peca1
7151,peca1
11409,peca1
23699,peca1
2392,peca1
17514,peca1
36583,peca1
5111,peca1
23380,peca1
20350,peca1
9523,peca1
6443,peca1
16327,peca1
15227,peca1
24143,peca1
23783,peca1
2631,peca1
28480,peca1
8947,peca1
7723,peca1
19470,peca1
33963,peca1
25557,peca1
11497,peca1
22115,peca1
5299,peca1
30489,peca1
31685,peca1
677,peca1
8838,peca1
549,peca1
22815,peca1
29488,peca1
21098,peca1
30068,peca1
5322,peca1
29957,peca1
19911,peca1
13414,peca1
21952,peca1
21839,peca1
14234,peca1
19754,peca1
1999,peca1
7386,peca1
18164,peca1
11867,peca1
29756,peca1
24543,peca1
31373,peca1
1980,peca1
4008,peca1
30576,peca1
9097,peca1
11408,peca1
8982,peca1
15217,peca1
69,peca1
5386,peca1
18020,peca1
32647,peca1
9720,peca1
22950,peca1
281,peca1
20340,peca1
2843,peca1
13192,peca1
5547,peca1
15829,peca1
22383,peca1
1799,peca1
18633,peca1
18321,peca1
26443,peca1
30309,peca1
2576,peca1
21762,peca1
29652,peca1
8394,peca1
13203,peca1
1573,peca1
11277,peca1
27278,peca1
4318,peca1
20368,peca1
6389,peca1
30330,peca1
31379,peca1
5837,peca1
12204,peca1
914,peca1
20824,peca1
25357,peca1
26932,peca1
13213,peca1
21163,peca1
3911,peca1
24930,peca1
24741,peca1
5937,peca1
32507,peca1
32199,peca1
30629,peca1
18217,peca1
11592,peca1
17195,peca1
18178,peca1
33441,peca1
3621,peca1
5910,peca1
29710,peca1
571,peca1
536,peca1
14246,peca1
31943,peca1
24915,peca1
13150,peca1
3784,peca1
4612,peca1
19662,peca1
9980,peca1
15799,peca1
28088,peca1
7277,peca1
35093,peca1
21841,peca1
2304,peca1
7299,peca1
13320,peca1
7122,peca1
23457,peca1
33672,peca1
22875,peca1
29513,peca1
25992,peca1
20316,peca1
32564,peca1
10323,peca1
13713,peca1
15352,peca1
3719,peca1
6579,peca1
2285,peca1
1539,peca1
5741,peca1
22894,peca1
25449,peca1
20683,peca1
21354,peca1
554,peca1
1458,peca1
9241,peca1
16220,peca1
11782,peca1
35958,peca1
10755,peca1
3386,peca1
25428,peca1
33259,peca1
28822,peca1
35614,peca1
19626,peca1
7066,peca1
6671,peca1
30224,peca1
6665,peca1
3488,peca1
25163,peca1
232,peca1
29516,peca1
10400,peca1
28836,peca1
35507,peca1
35304,peca1
27235,peca1
29500,peca1
34232,peca1
12211,peca1
26328,peca1
11301,peca1
20471,peca1
211,peca1
10063,peca1
36621,peca1
12909,peca1
11328,peca1
27950,peca1
31323,peca1
34128,peca1
11824,peca1
26839,peca1
5011,peca1
10100,peca1
15607,peca1
34359,peca1
5754,peca1
7127,peca1
36563,peca1
31456,peca1
12777,peca1
34453,peca1
3515,peca1
17048,peca1
17707,peca1
375,peca1
24175,peca1
31409,peca1
1726,peca1
4381,peca1
16889,peca1
15428,peca1
1651,peca1
13361,peca1
35943,peca1
7033,peca1
25352,peca1
31900,peca1
6878,peca1
13685,peca1
3467,peca1
2733,peca1
13615,peca1
33699,peca1
4687,peca1
16193,peca1
8627,peca1
7650,peca1
35131,peca1
20601,peca1
34147,peca1
13717,peca1
32849,peca1
3529,peca1
21138,peca1
9921,peca1
10802,peca1
17500,peca1
30991,peca1
18704,peca1
21504,peca1
21095,peca1
19526,peca1
1684,peca1
35201,peca1
12120,peca1
6201,peca1
1034,peca1
10004,peca1
29152,peca1
12417,peca1
16896,peca1
23964,peca1
7612,peca1
17291,peca1
1784,peca1
29536,peca1
20499,peca1
11327,peca1
1178,peca1
1496,peca1
6526,peca1
22102,peca1
4084,peca1
15705,peca1
12048,peca1
15081,peca1
11882,peca1
11483,peca1
14503,peca1
32133,peca1
20184,peca1
929,peca1
36619,peca1
36098,peca1
1783,peca1
7523,peca1
26696,peca1
28478,peca1
16862,peca1
11769,peca1
10680,peca1
35747,peca1
8184,peca1
28890,peca1
3086,peca1
27507,peca1
10852,peca1
21642,peca1
18318,peca1
14902,peca1
16121,peca1
19926,peca1
31336,peca1
3248,peca1
33100,peca1
4888,peca1
3691,peca1
1190,peca1
25478,peca1
19113,peca1
2782,peca1
19696,peca1
15656,peca1
15782,peca1
13893,peca1
35625,peca1
1677,peca1
34639,peca1
3672,peca1
26439,peca1
7009,peca1
14652,peca1
16301,peca1
938,peca1
30745,peca1
11415,peca1
33785,peca1
14548,peca1
32984,peca1
13761,peca1
28381,peca1
35830,peca1
27387,peca1
33075,peca1
20833,peca1
6854,peca1
35765,peca1
16727,peca1
675,peca1
10623,peca1
17995,peca1
21612,peca1
2867,peca1
21830,peca1
29174,peca1
1453,peca1
8637,peca1
19366,peca1
3929,peca1
2915,peca1
14321,peca1
1078,peca1
25779,peca1
33817,peca1
35877,peca1
14637,peca1
1806,peca1
32135,peca1
9930,peca1
25947,peca1
15090,peca1
26726,peca1
20565,peca1
21007,peca1
5303,peca1
23175,peca1
4402,peca1
13800,peca1
32771,peca1
9669,peca1
17122,peca1
11421,peca1
25158,peca1
12936,peca1
704,peca1
12352,peca1
25827,peca1
17486,peca1
25032,peca1
32650,peca1
13436,peca1
14725,peca1
27425,peca1
10146,peca1
19733,peca1
22371,peca1
33135,peca1
16962,peca1
11860,peca1
7449,peca1
3127,peca1
23492,peca1
17718,peca1
2975,peca1
28201,peca1
10559,peca1
22340,peca1
23669,peca1
16951,peca1
29395,peca1
34327,peca1
19824,peca1
33749,peca1
17761,peca1
3162,peca1
17211,peca1
2690,peca1
12067,peca1
9131,peca1
9818,peca1
3609,peca1
3429,peca1
30403,peca1
35090,peca1
33773,peca1
16348,peca1
21633,peca1
11713,peca1
34889,peca1
33057,peca1
36132,peca1
17720,peca1
17393,peca1
8504,peca1
2256,peca1
4717,peca1
25988,peca1
23561,peca1
22539,peca1
16455,peca1
15717,peca1
31073,peca1
3285,peca1
35562,peca1
26290,peca1
33603,peca1
18900,peca1
23096,peca1
11573,peca1
3557,peca1
24607,peca1
3017,peca1
28716,peca1
5101,peca1
25010,peca1
10585,peca1
123,peca1
29685,peca1
32861,peca1
33458,peca1
3131,peca1
3446,peca1
23668,peca1
8641,peca1
8475,peca1
28243,peca1
5943,peca1
23859,peca1
15734,peca1
28341,peca1
31779,peca1
6743,peca1
3689,peca1
36501,peca1
5491,peca1
33977,peca1
16549,peca1
26041,peca1
5298,peca1
1226,peca1
33872,peca1
7439,peca1
26043,peca1
29744,peca1
14789,peca1
29115,peca1
19315,peca1
35889,peca1
23280,peca1
34414,peca1
13958,peca1
31722,peca1
22882,peca1
13805,peca1
19616,peca1
27340,peca1
34816,peca1
27440,peca1
20068,peca1
30464,peca1
9048,peca1
14791,peca1
32724,peca1
12668,peca1
31479,peca1
34920,peca1
31691,peca1
18649,peca1
21728,peca1
8033,peca1
31192,peca1
13298,peca1
17754,peca1
21289,peca1
6409,peca1
36127,peca1
25422,peca1
14479,peca1
1003,peca1
7969,peca1
8990,peca1
2547,peca1
17088,peca1
35611,peca1
26485,peca1
144,peca1
32073,peca1
10169,peca1
17757,peca1
11626,peca1
36217,peca1
18177,peca1
10738,peca1
10381,peca1
33112,peca1
36251,peca1
26252,peca1
2970,peca1
7228,peca1
21005,peca1
11060,peca1
27064,peca1
19100,peca1
30418,peca1
24534,peca1
7987,peca1
28697,peca1
36352,peca1
7171,peca1
33329,peca1
36596,peca1
23386,peca1
5319,peca1
34957,peca1
6992,peca1
15438,peca1
4357,peca1
20803,peca1
28912,peca1
4848,peca1
14955,peca1
4737,peca1
25881,peca1
9393,peca1
27538,peca1
6246,peca1
17826,peca1
7274,peca1
28313,peca1
23404,peca1
20539,peca1
19943,peca1
30839,peca1
15733,peca1
33212,peca1
20702,peca1
25122,peca1
11635,peca1
29741,peca1
24299,peca1
30468,peca1
27035,peca1
32495,peca1
34320,peca1
8609,peca1
28005,peca1
2407,peca1
6381,peca1
34159,peca1
27361,peca1
31548,peca1
17617,peca1
36167,peca1
28738,peca1
385,peca1
19966,peca1
32835,peca1
2071,peca1
18086,peca1
5771,peca1
33051,peca1
26103,peca1
26215,peca1
30071,peca1
35343,peca1
11958,peca1
13991,peca1
16591,peca1
31732,peca1
18544,peca1
27043,peca1
11,peca1
24559,peca1
25378,peca1
1249,peca1
22641,peca1
5722,peca1
7111,peca1
24459,peca1
27712,peca1
24853,peca1
6582,peca1
6640,peca1
18907,peca1
20466,peca1
22135,peca1
6072,peca1
30380,peca1
11158,peca1
19347,peca1
8189,peca1
33021,peca1
31657,peca1
17716,peca1
35318,peca1
26895,peca1
13087,peca1
16480,peca1
18294,peca1
10608,peca1
12135,peca1
16953,peca1
10579,peca1
34205,peca1
12207,peca1
16599,peca1
1134,peca1
28681,peca1
2661,peca1
27634,peca1
36095,peca1
23509,peca1
26890,peca1
18668,peca1
28327,peca1
5108,peca1
14826,peca1
36295,peca1
5903,peca1
22243,peca1
25337,peca1
9956,peca1
16627,peca1
35548,peca1
23396,peca1
32045,peca1
13347,peca1
1137,peca1
24013,peca1
11805,peca1
27729,peca1
19947,peca1
17684,peca1
2274,peca1
8916,peca1
26058,peca1
10986,peca1
6909,peca1
182,peca1
27229,peca1
26417,peca1
10054,peca1
17660,peca1
21466,peca1
26127,peca1
35946,peca1
11857,peca1
12666,peca1
2499,peca1
11590,peca1
4132,peca1
27175,peca1
9706,peca1
12942,peca1
16329,peca1
27173,peca1
197,peca1
23059,peca1
17632,peca1
28905,peca1
19450,peca1
3703,peca1
6700,peca1
8623,peca1
32722,peca1
7579,peca1
8344,peca1
35566,peca1
35416,peca1
27796,peca1
19909,peca1
2933,peca1
14517,peca1
11678,peca1
12117,peca1
34469,peca1
31168,peca1
27009,peca1
2042,peca1
372,peca1
20939,peca1
6140,peca1
25417,peca1
15313,peca1
3190,peca1
24801,peca1
3400,peca1
15894,peca1
5355,peca1
32377,peca1
14360,peca1
6908,peca1
7947,peca1
835,peca1
32964,peca1
17113,peca1
10066,peca1
24969,peca1
13303,peca1
2102,peca1
26929,peca1
18822,peca1
29384,peca1
34783,peca1
5958,peca1
23626,peca1
21415,peca1
25068,peca1
12369,peca1
32017,peca1
16885,peca1
26091,peca1
16021,peca1
4810,peca1
7381,peca1
11966,peca1
8974,peca1
2688,peca1
25545,peca1
17539,peca1
26133,peca1
4181,peca1
31257,peca1
32795,peca1
8119,peca1
4574,peca1
16371,peca1
30854,peca1
3780,peca1
24036,peca1
5715,peca1
15409,peca1
22816,peca1
17126,peca1
21691,peca1
18325,peca1
10553,peca1
25605,peca1
15046,peca1
28022,peca1
1765,peca1
33276,peca1
14844,peca1
24099,peca1
31813,peca1
27914,peca1
25263,peca1
5294,peca1
19691,peca1
3890,peca1
7165,peca1
24552,peca1
8666,peca1
22505,peca1
95,peca1
25436,peca1
15937,peca1
8917,peca1
17350,peca1
16734,peca1
5147,peca1
20765,peca1
32064,peca1
9958,peca1
34140,peca1
19344,peca1
11955,peca1
23650,peca1
28504,peca1
24372,peca1
21826,peca1
6112,peca1
13475,peca1
27113,peca1
33496,peca1
9992,peca1
12315,peca1
17623,peca1
27835,peca1
20814,peca1
18332,peca1
8265,peca1
1935,peca1
35849,peca1
24298,peca1
32146,peca1
9676,peca1
31155,peca1
35086,peca1
5027,peca1
29497,peca1
21117,peca1
34237,peca1
24297,peca1
13565,peca1
4532,peca1
34081,peca1
12517,peca1
25658,peca1
20884,peca1
4567,peca1
18779,peca1
1584,peca1
14102,peca1
15406,peca1
2590,peca1
26484,peca1
27475,peca1
19216,peca1
2829,peca1
9493,peca1
28713,peca1
3748,peca1
4530,peca1
14498,peca1
16537,peca1
28129,peca1
35138,peca1
10285,peca1
14039,peca1
7644,peca1
34517,peca1
23103,peca1
27335,peca1
22414,peca1
8540,peca1
19935,peca1
19318,peca1
21167,peca1
35149,peca1
19847,peca1
29677,peca1
22205,peca1
5551,peca1
6560,peca1
11245,peca1
10989,peca1
11774,peca1
9912,peca1
12752,peca1
8448,peca1
36572,peca1
21769,peca1
31048,peca1
33454,peca1
7124,peca1
9819,peca1
2549,peca1
26571,peca1
4253,peca1
25187,peca1
3871,peca1
16353,peca1
21720,peca1
12596,peca1
8524,peca1
12299,peca1
12990,peca1
32949,peca1
6210,peca1
26118,peca1
1754,peca1
31944,peca1
2560,peca1
3016,peca1
7114,peca1
28755,peca1
18155,peca1
25072,peca1
21232,peca1
22232,peca1
2602,peca1
35585,peca1
26982,peca1
20288,peca1
1240,peca1
31487,peca1
18625,peca1
4700,peca1
805,peca1
4953,peca1
11021,peca1
737,peca1
13936,peca1
13319,peca1
19068,peca1
14123,peca1
22370,peca1
9725,peca1
605,peca1
26706,peca1
9165,peca1
3841,peca1
21386,peca1
19849,peca1
9600,peca1
23796,peca1
32432,peca1
5643,peca1
25845,peca1
33613,peca1
24440,peca1
13516,peca1
25595,peca1
22050,peca1
21525,peca1
16824,peca1
24368,peca1
31225,peca1
14687,peca1
5194,peca1
1998,peca1
35724,peca1
34933,peca1
13590,peca1
33223,peca1
23049,peca1
32996,peca1
21574,peca1
27260,peca1
30066,peca1
13865,peca1
12717,peca1
18707,peca1
20139,peca1
9639,peca1
36346,peca1
6777,peca1
1426,peca1
20645,peca1
26233,peca1
6680,peca1
12872,peca1
23644,peca1
2091,peca1
17451,peca1
17316,peca1
27076,peca1
9355,peca1
27864,peca1
24614,peca1
10222,peca1
15441,peca1
9557,peca1
29444,peca1
15701,peca1
16230,peca1
1756,peca1
28101,peca1
12436,peca1
14522,peca1
10983,peca1
35968,peca1
33489,peca1
29363,peca1
24003,peca1
9805,peca1
4728,peca1
22590,peca1
7542,peca1
4635,peca1
23671,peca1
16134,peca1
36513,peca1
906,peca1
4503,peca1
25791,peca1
27774,peca1
34459,peca1
30569,peca1
25972,peca1
8372,peca1
12377,peca1
13014,peca1
14696,peca1
7934,peca1
165,peca1
26630,peca1
11026,peca1
569,peca1
17494,peca1
4581,peca1
12084,peca1
7129,peca1
7652,peca1
15207,peca1
33626,peca1
12771,peca1
359,peca1
15744,peca1
23126,peca1
27242,peca1
31819,peca1
16813,peca1
13888,peca1
12783,peca1
6277,peca1
3441,peca1
3303,peca1
35290,peca1
2168,peca1
32476,peca1
28508,peca1
30246,peca1
22129,peca1
27600,peca1
16341,peca1
624,peca1
27485,peca1
26136,peca1
22439,peca1
25974,peca1
8027,peca1
33200,peca1
11730,peca1
11653,peca1
8152,peca1
29103,peca1
7103,peca1
8308,peca1
566,peca1
16242,peca1
35759,peca1
8236,peca1
35905,peca1
15961,peca1
17108,peca1
19136,peca1
25651,peca1
30564,peca1
21682,peca1
12653,peca1
13437,peca1
800,peca1
7296,peca1
5544,peca1
34208,peca1
29460,peca1
27891,peca1
14322,peca1
16189,peca1
31518,peca1
2510,peca1
19986,peca1
36246,peca1
23456,peca1
19341,peca1
23532,peca1
31716,peca1
397,peca1
35820,peca1
18949,peca1
14670,peca1
19717,peca1
14648,peca1
5184,peca1
6275,peca1
10675,peca1
27575,peca1
13279,peca1
10015,peca1
8051,peca1
30257,peca1
5885,peca1
12300,peca1
4068,peca1
14092,peca1
27129,peca1
601,peca1
8822,peca1
12484,peca1
30725,peca1
31967,peca1
29452,peca1
23087,peca1
6119,peca1
1133,peca1
21038,peca1
6320,peca1
18526,peca1
14213,peca1
1469,peca1
8534,peca1
2283,peca1
12167,peca1
3129,peca1
609,peca1
18089,peca1
2553,peca1
14071,peca1
10613,peca1
18552,peca1
17796,peca1
29825,peca1
3198,peca1
22768,peca1
9885,peca1
34752,peca1
20442,peca1
20221,peca1
26678,peca1
13236,peca1
2463,peca1
3051,peca1
11996,peca1
2244,peca1
5199,peca1
14285,peca1
30473,peca1
28301,peca1
2159,peca1
19968,peca1
4731,peca1
20734,peca1
36410,peca1
17224,peca1
7175,peca1
22528,peca1
28701,peca1
13796,peca1
27434,peca1
32455,peca1
31488,peca1
1570,peca1
19790,peca1
28396,peca1
6695,peca1
36220,peca1
23656,peca1
24316,peca1
25766,peca1
9391,peca1
22153,peca1
24272,peca1
4372,peca1
4817,peca1
29691,peca1
22151,peca1
8176,peca1
34305,peca1
13754,peca1
24612,peca1
5802,peca1
12064,peca1
13144,peca1
400,peca1
10057,peca1
33645,peca1
34435,peca1
3837,peca1
22876,peca1
15469,peca1
34448,peca1
9480,peca1
31918,peca1
16447,peca1
196,peca1
14942,peca1
24722,peca1
9203,peca1
6346,peca1
28515,peca1
22081,peca1
13995,peca1
19665,peca1
4686,peca1
21992,peca1
27979,peca1
11190,peca1
16231,peca1
11664,peca1
12989,peca1
1897,peca1
32764,peca1
16085,peca1
7015,peca1
28679,peca1
16643,peca1
13671,peca1
29043,peca1
27707,peca1
1326,peca1
6749,peca1
35107,peca1
21911,peca1
34220,peca1
22496,peca1
19882,peca1
28085,peca1
20324,peca1
16210,peca1
2438,peca1
35716,peca1
32700,peca1
20874,peca1
13160,peca1
14609,peca1
16450,peca1
28531,peca1
26961,peca1
14555,peca1
28181,peca1
28471,peca1
21394,peca1
32785,peca1
20781,peca1
35609,peca1
29921,peca1
29392,peca1
29326,peca1
16227,peca1
17116,peca1
19944,peca1
4340,peca1
27167,peca1
9465,peca1
17531,peca1
32435,peca1
35528,peca1
26432,peca1
21763,peca1
4720,peca1
27192,peca1
32725,peca1
25602,peca1
28786,peca1
9344,peca1
29689,peca1
1749,peca1
22713,peca1
6004,peca1
2816,peca1
6921,peca1
2648,peca1
14469,peca1
36500,peca1
3276,peca1
34645,peca1
13034,peca1
30105,peca1
26260,peca1
1055,peca1
4121,peca1
32950,peca1
21402,peca1
7524,peca1
33039,peca1
33969,peca1
29835,peca1
36118,peca1
14792,peca1
17228,peca1
26653,peca1
25559,peca1
33491,peca1
16669,peca1
7553,peca1
30961,peca1
8905,peca1
31401,peca1
15669,peca1
27357,peca1
8197,peca1
25350,peca1
15405,peca1
28947,peca1
18754,peca1
17562,peca1
12428,peca1
9373,peca1
28990,peca1
1329,peca1
36330,peca1
23526,peca1
334,peca1
9110,peca1
9516,peca1
27845,peca1
34134,peca1
22040,peca1
4922,peca1
6026,peca1
16670,peca1
3203,peca1
28410,peca1
24129,peca1
15367,peca1
30049,peca1
4618,peca1
10966,peca1
33712,peca1
2432,peca1
5687,peca1
26776,peca1
18145,peca1
19606,peca1
3255,peca1
23156,peca1
27363,peca1
10159,peca1
18450,peca1
11940,peca1
14354,peca1
26535,peca1
2727,peca1
2731,peca1
19558,peca1
9509,peca1
15344,peca1
9814,peca1
30038,peca1
31398,peca1
24125,peca1
19433,peca1
8225,peca1
25157,peca1
25365,peca1
18536,peca1
33208,peca1
16685,peca1
29915,peca1
32002,peca1
12828,peca1
26173,peca1
35171,peca1
18095,peca1
1937,peca1
23520,peca1
34434,peca1
8770,peca1
4912,peca1
20100,peca1
11479,peca1
12768,peca1
20782,peca1
16379,peca1
14534,peca1
3028,peca1
5810,peca1
20733,peca1
23766,peca1
10041,peca1
6294,peca1
930,peca1
21135,peca1
10121,peca1
4695,peca1
16182,peca1
5594,peca1
6702,peca1
25333,peca1
10170,peca1
3346,peca1
4051,peca1
33560,peca1
989,peca1
24335,peca1
20373,peca1
14413,peca1
30623,peca1
31993,peca1
3024,peca1
19451,peca1
33548,peca1
14405,peca1
13791,peca1
15507,peca1
13043,peca1
32998,peca1
23013,peca1
15847,peca1
22705,peca1
2559,peca1
36046,peca1
19379,peca1
11900,peca1
7942,peca1
9763,peca1
34607,peca1
20602,peca1
19159,peca1
9014,peca1
10193,peca1
31235,peca1
7824,peca1
31091,peca1
24382,peca1
21086,peca1
23565,peca1
24358,peca1
13274,peca1
27539,peca1
14334,peca1
3809,peca1
31784,peca1
30428,peca1
16184,peca1
8868,peca1
25341,peca1
21234,peca1
20666,peca1
2079,peca1
14657,peca1
1117,peca1
30698,peca1
29922,peca1
1485,peca1
34986,peca1
22604,peca1
10504,peca1
9059,peca1
30268,peca1
20721,peca1
26747,peca1
33407,peca1
13329,peca1
15280,peca1
34479,peca1
10576,peca1
17729,peca1
32164,peca1
5348,peca1
8352,peca1
14324,peca1
23488,peca1
2449,peca1
15420,peca1
23134,peca1
34632,peca1
9311,peca1
22870,peca1
2964,peca1
32383,peca1
16803,peca1
20597,peca1
28649,peca1
13560,peca1
19652,peca1
34861,peca1
15078,peca1
9743,peca1
27371,peca1
11391,peca1
407,peca1
24445,peca1
8036,peca1
7370,peca1
21189,peca1
3169,peca1
1489,peca1
25404,peca1
14263,peca1
17430,peca1
14167,peca1
19156,peca1
34144,peca1
33537,peca1
31202,peca1
12311,peca1
32640,peca1
30703,peca1
16977,peca1
773,peca1
15842,peca1
4108,peca1
79,peca1
32690,peca1
1589,peca1
14255,peca1
20330,peca1
2409,peca1
33800,peca1
5467,peca1
29739,peca1
10970,peca1
20308,peca1
20030,peca1
33819,peca1
15697,peca1
7440,peca1
23711,peca1
11617,peca1
21812,peca1
34411,peca1
10569,peca1
35521,peca1
32911,peca1
25915,peca1
12882,peca1
26281,peca1
20675,peca1
9798,peca1
31803,peca1
30990,peca1
1447,peca1
25575,peca1
10459,peca1
25125,peca1
34488,peca1
9846,peca1
20339,peca1
32242,peca1
2139,peca1
23131,peca1
27018,peca1
29769,peca1
12654,peca1
26262,peca1
26315,peca1
4159,peca1
30417,peca1
9934,peca1
15092,peca1
36641,peca1
34148,peca1
7622,peca1
24071,peca1
30449,peca1
146,peca1
12926,peca1
8438,peca1
22447,peca1
32728,peca1
33156,peca1
24458,peca1
12179,peca1
24052,peca1
10134,peca1
11495,peca1
529,peca1
1592,peca1
34182,peca1
16997,peca1
8743,peca1
4862,peca1
18933,peca1
5863,peca1
28450,peca1
13818,peca1
21496,peca1
36556,peca1
25908,peca1
4769,peca1
36634,peca1
8576,peca1
25344,peca1
27667,peca1
33272,peca1
33445,peca1
24103,peca1
35536,peca1
27498,peca1
25323,peca1
32304,peca1
16006,peca1
14159,peca1
31298,peca1
36117,peca1
26211,peca1
16503,peca1
15570,peca1
11926,peca1
8013,peca1
21442,peca1
35305,peca1
5387,peca1
9389,peca1
13727,peca1
27518,peca1
35412,peca1
31151,peca1
26492,peca1
36335,peca1
2137,peca1
18436,peca1
29348,peca1
15394,peca1
21082,peca1
9013,peca1
5696,peca1
4456,peca1
11344,peca1
15513,peca1
29599,peca1
5685,peca1
32457,peca1
35111,peca1
24898,peca1
30395,peca1
6158,peca1
23993,peca1
28123,peca1
31194,peca1
15667,peca1
5126,peca1
23102,peca1
31421,peca1
20397,peca1
878,peca1
847,peca1
29723,peca1
25507,peca1
30023,peca1
35661,peca1
15327,peca1
4511,peca1
28607,peca1
32669,peca1
27873,peca1
30565,peca1
31754,peca1
27710,peca1
15237,peca1
32536,peca1
21838,peca1
17614,peca1
30044,peca1
23086,peca1
1337,peca1
25094,peca1
10847,peca1
26031,peca1
5616,peca1
7562,peca1
27983,peca1
15277,peca1
32659,peca1
11591,peca1
11701,peca1
29675,peca1
25790,peca1
18181,peca1
34308,peca1
34903,peca1
8503,peca1
17135,peca1
25676,peca1
6544,peca1
17708,peca1
498,peca1
22860,peca1
17980,peca1
2724,peca1
27283,peca1
12376,peca1
15413,peca1
3308,peca1
20464,peca1
35101,peca1
2921,peca1
16607,peca1
20390,peca1
26600,peca1
6350,peca1
27945,peca1
19730,peca1
20667,peca1
36446,peca1
15312,peca1
21591,peca1
18132,peca1
2265,peca1
15514,peca1
33041,peca1
31769,peca1
16163,peca1
33363,peca1
23869,peca1
17362,peca1
1504,peca1
22872,peca1
23033,peca1
30750,peca1
5646,peca1
21273,peca1
34049,peca1
13581,peca1
12374,peca1
8004,peca1
5506,peca1
10625,peca1
5198,peca1
25531,peca1
18919,peca1
22964,peca1
11192,peca1
7949,peca1
33324,peca1
24719,peca1
25796,peca1
10599,peca1
18981,peca1
16531,peca1
3373,peca1
3999,peca1
4550,peca1
32023,peca1
23715,peca1
3227,peca1
1045,peca1
17730,peca1
24817,peca1
11712,peca1
3916,peca1
12240,peca1
5713,peca1
6785,peca1
25108,peca1
18171,peca1
14684,peca1
24749,peca1
10020,peca1
8213,peca1
30314,peca1
30753,peca1
26227,peca1
20615,peca1
1264,peca1
35907,peca1
33747,peca1
14050,peca1
16416,peca1
8892,peca1
22651,peca1
29365,peca1
15964,peca1
18476,peca1
1965,peca1
22774,peca1
27935,peca1
17173,peca1
13276,peca1
20029,peca1
21984,peca1
29338,peca1
5360,peca1
7318,peca1
17382,peca1
21105,peca1
35593,peca1
3414,peca1
2190,peca1
19520,peca1
12932,peca1
19006,peca1
18347,peca1
31296,peca1
17928,peca1
7394,peca1
34882,peca1
33910,peca1
32371,peca1
25732,peca1
14978,peca1
23822,peca1
10950,peca1
426,peca1
1141,peca1
16548,peca1
13736,peca1
8145,peca1
28538,peca1
24186,peca1
20009,peca1
19282,peca1
8730,peca1
15114,peca1
3859,peca1
22796,peca1
33614,peca1
24628,peca1
12495,peca1
26700,peca1
7340,peca1
35121,peca1
26317,peca1
31836,peca1
17258,peca1
34907,peca1
33409,peca1
32847,peca1
34601,peca1
23740,peca1
21139,peca1
3294,peca1
34089,peca1
1230,peca1
24279,peca1
4451,peca1
24837,peca1
9068,peca1
21367,peca1
18037,peca1
29742,peca1
25477,peca1
31184,peca1
34868,peca1
7866,peca1
24583,peca1
36543,peca1
26019,peca1
12577,peca1
1762,peca1
14846,peca1
10085,peca1
18258,peca1
2714,peca1
18055,peca1
2134,peca1
19046,peca1
13438,peca1
32898,peca1
26920,peca1
27114,peca1
31829,peca1
24876,peca1
13939,peca1
5684,peca1
25408,peca1
19415,peca1
2500,peca1
23524,peca1
24066,peca1
22898,peca1
15993,peca1
12615,peca1
5598,peca1
30641,peca1
30749,peca1
28075,peca1
34231,peca1
28183,peca1
23876,peca1
22036,peca1
28013,peca1
34310,peca1
18553,peca1
5660,peca1
4145,peca1
5695,peca1
11027,peca1
20050,peca1
5200,peca1
9489,peca1
35560,peca1
20764,peca1
13089,peca1
19948,peca1
35418,peca1
20690,peca1
17835,peca1
11119,peca1
14797,peca1
32202,peca1
3741,peca1
12655,peca1
22565,peca1
10332,peca1
1271,peca1
26147,peca1
32234,peca1
17606,peca1
3039,peca1
8021,peca1
14243,peca1
34028,peca1
6379,peca1
9289,peca1
21637,peca1
28326,peca1
6546,peca1
10631,peca1
29317,peca1
8073,peca1
7210,peca1
8447,peca1
2406,peca1
10476,peca1
13621,peca1
7397,peca1
8277,peca1
34366,peca1
11923,peca1
8301,peca1
21133,peca1
12869,peca1
29216,peca1
662,peca1
24707,peca1
7251,peca1
21178,peca1
14264,peca1
3730,peca1
18575,peca1
28059,peca1
17321,peca1
2210,peca1
2201,peca1
29156,peca1
28801,peca1
20872,peca1
33559,peca1
16930,peca1
26135,peca1
32357,peca1
22201,peca1
30134,peca1
13661,peca1
14451,peca1
8003,peca1
16330,peca1
33265,peca1
35291,peca1
18679,peca1
15038,peca1
16704,peca1
28375,peca1
28082,peca1
27224,peca1
1634,peca1
2046,peca1
14986,peca1
22222,peca1
34557,peca1
36273,peca1
36599,peca1
17977,peca1
36250,peca1
6626,peca1
23806,peca1
33316,peca1
12870,peca1
25834,peca1
21818,peca1
11396,peca1
9272,peca1
12939,peca1
29537,peca1
28718,peca1
9010,peca1
36400,peca1
9950,peca1
8631,peca1
26141,peca1
29965,peca1
19192,peca1
28271,peca1
8295,peca1
9993,peca1
36219,peca1
33864,peca1
