index,maquina,data,falha
2783,8,2015-08-08,ok
1597,5,2015-05-13,ok
13024,36,2015-07-11,ok
14600,40,2015-10-30,ok
27261,75,2015-05-25,ok
32339,89,2015-04-05,ok
8039,22,2015-12-04,ok
31003,85,2015-08-13,ok
31620,87,2015-04-20,ok
18209,50,2015-09-08,ok
11144,31,2015-05-26,ok
4455,13,2015-03-01,ok
16256,45,2015-05-09,ok
7834,22,2015-05-14,ok
11359,31,2015-12-26,ok
35535,97,2015-12-25,ok
13412,37,2015-08-02,ok
35211,97,2015-02-04,ok
18713,52,2015-01-22,ok
8071,23,2015-01-04,ok
27090,74,2015-12-06,ok
24750,68,2015-07-17,ok
35838,98,2015-10-21,ok
25100,69,2015-07-01,ok
16420,45,2015-10-20,ok
12068,33,2015-12-01,ok
17819,49,2015-08-16,ok
23732,65,2015-10-06,ok
36362,100,2015-03-27,ok
25441,70,2015-06-06,ok
22023,61,2015-02-05,ok
19743,54,2015-11-15,ok
26304,72,2015-10-14,ok
11089,31,2015-04-01,ok
560,2,2015-07-13,ok
19747,54,2015-11-19,ok
28516,78,2015-10-29,ok
3684,11,2015-01-23,ok
31142,85,2015-12-30,ok
15615,43,2015-08-08,ok
6393,18,2015-06-08,ok
4330,12,2015-10-28,ok
11414,32,2015-02-18,ok
7330,20,2015-12-30,comp4
18103,50,2015-05-25,ok
26947,74,2015-07-16,ok
15120,42,2015-04-01,ok
32204,88,2015-11-23,ok
8228,23,2015-06-10,ok
22788,63,2015-03-09,ok
34879,96,2015-03-11,ok
19025,52,2015-11-29,ok
6484,18,2015-09-07,ok
24675,68,2015-05-03,ok
12233,34,2015-05-14,ok
16880,47,2015-01-21,ok
15630,43,2015-08-23,ok
27437,75,2015-11-17,ok
13170,36,2015-12-04,ok
24227,67,2015-02-10,ok
11655,32,2015-10-16,ok
15633,43,2015-08-26,ok
11618,32,2015-09-09,ok
23474,65,2015-01-22,ok
8297,23,2015-08-18,ok
4296,12,2015-09-24,ok
34467,95,2015-01-24,ok
27757,76,2015-10-02,ok
10080,28,2015-06-30,ok
1702,5,2015-08-26,ok
33134,91,2015-06-06,ok
31152,86,2015-01-08,ok
6078,17,2015-07-30,comp1
17155,47,2015-10-23,ok
28400,78,2015-07-05,comp1
14755,41,2015-04-02,ok
16276,45,2015-05-29,ok
19810,55,2015-01-20,ok
218,1,2015-08-07,ok
26119,72,2015-04-12,ok
2059,6,2015-08-17,ok
23919,66,2015-04-10,ok
9405,26,2015-08-26,ok
10366,29,2015-04-11,ok
19372,53,2015-11-10,ok
2158,6,2015-11-24,ok
27438,75,2015-11-18,ok
26496,73,2015-04-22,ok
16291,45,2015-06-13,ok
33901,93,2015-07-10,ok
16290,45,2015-06-12,ok
18519,51,2015-07-14,ok
14821,41,2015-06-07,ok
12580,35,2015-04-25,ok
29920,82,2015-08-30,ok
23330,64,2015-09-01,ok
34283,94,2015-07-26,ok
35602,98,2015-03-01,comp4
23094,64,2015-01-08,ok
3718,11,2015-02-26,ok
25671,71,2015-01-21,ok
12175,34,2015-03-17,ok
3305,10,2015-01-10,ok
29570,81,2015-09-15,ok
28440,78,2015-08-14,ok
30425,84,2015-01-13,ok
30739,84,2015-11-23,ok
28732,79,2015-06-01,ok
9079,25,2015-10-05,ok
9497,26,2015-11-26,ok
14786,41,2015-05-03,ok
34940,96,2015-05-11,ok
33805,93,2015-04-05,ok
21973,60,2015-12-18,ok
10072,28,2015-06-22,ok
15195,42,2015-06-15,ok
36456,100,2015-06-29,ok
7077,20,2015-04-21,ok
24562,68,2015-01-10,ok
13579,38,2015-01-15,ok
24181,66,2015-12-27,ok
3693,11,2015-02-01,ok
381,2,2015-01-16,ok
27879,77,2015-01-31,ok
2683,8,2015-04-30,ok
21862,60,2015-08-29,ok
28198,77,2015-12-16,ok
26986,74,2015-08-24,ok
18298,50,2015-12-06,ok
30694,84,2015-10-09,ok
22803,63,2015-03-24,ok
3717,11,2015-02-25,ok
10297,29,2015-02-01,ok
1767,5,2015-10-30,ok
2252,7,2015-02-24,ok
25293,70,2015-01-09,ok
29068,80,2015-05-02,ok
20795,57,2015-09-29,ok
29890,82,2015-07-31,ok
8912,25,2015-04-23,ok
22798,63,2015-03-19,ok
34700,95,2015-09-14,ok
8824,25,2015-01-25,ok
36259,99,2015-12-15,ok
22811,63,2015-04-01,ok
32948,90,2015-12-03,ok
28250,78,2015-02-05,comp4
1887,6,2015-02-26,ok
10420,29,2015-06-04,ok
23641,65,2015-07-08,ok
5979,17,2015-04-22,ok
18157,50,2015-07-18,ok
10865,30,2015-08-21,ok
20794,57,2015-09-28,ok
29379,81,2015-03-08,ok
15586,43,2015-07-10,ok
17095,47,2015-08-24,ok
12157,34,2015-02-27,ok
16194,45,2015-03-08,ok
24110,66,2015-10-17,ok
5553,16,2015-02-23,ok
15271,42,2015-08-30,ok
5397,15,2015-09-23,ok
22098,61,2015-04-21,ok
4306,12,2015-10-04,comp2
552,2,2015-07-05,ok
26297,72,2015-10-07,ok
14162,39,2015-08-19,ok
721,2,2015-12-21,ok
13906,38,2015-12-08,ok
28575,78,2015-12-27,ok
33224,91,2015-09-04,ok
11189,31,2015-07-10,ok
10995,30,2015-12-29,ok
27107,74,2015-12-23,ok
4591,13,2015-07-14,ok
25688,71,2015-02-06,ok
36435,100,2015-06-08,ok
11482,32,2015-04-27,ok
12395,34,2015-10-23,ok
29539,81,2015-08-15,ok
34421,94,2015-12-10,ok
19982,55,2015-07-11,ok
22432,62,2015-03-20,ok
6740,19,2015-05-20,ok
9403,26,2015-08-24,ok
6368,18,2015-05-14,ok
8429,23,2015-12-28,ok
23960,66,2015-05-20,ok
21487,59,2015-08-20,ok
10614,29,2015-12-15,ok
13129,36,2015-10-24,ok
17958,49,2016-01-01,ok
12022,33,2015-10-16,ok
24146,66,2015-11-22,ok
23151,64,2015-03-06,ok
31592,87,2015-03-23,ok
26413,73,2015-01-29,ok
3884,11,2015-08-10,ok
23376,64,2015-10-17,comp2
32414,89,2015-06-19,ok
13687,38,2015-05-03,ok
29386,81,2015-03-15,ok
20970,58,2015-03-22,ok
29655,81,2015-12-09,ok
27700,76,2015-08-06,ok
33309,91,2015-11-28,ok
36363,100,2015-03-28,ok
27532,76,2015-02-19,ok
2281,7,2015-03-25,ok
1201,4,2015-04-13,ok
17222,47,2015-12-29,ok
14035,39,2015-04-14,ok
17525,48,2015-10-27,ok
8712,24,2015-10-06,ok
3407,10,2015-04-22,ok
22409,62,2015-02-25,ok
29554,81,2015-08-30,ok
33434,92,2015-04-01,ok
24558,68,2015-01-06,ok
10298,29,2015-02-02,ok
17098,47,2015-08-27,ok
24139,66,2015-11-15,ok
22522,62,2015-06-18,ok
3602,10,2015-11-03,ok
7748,22,2015-02-18,ok
22740,63,2015-01-21,ok
29106,80,2015-06-09,ok
22952,63,2015-08-20,ok
28267,78,2015-02-22,ok
18277,50,2015-11-15,ok
11930,33,2015-07-16,ok
17239,48,2015-01-14,ok
36575,100,2015-10-26,ok
33116,91,2015-05-19,ok
12150,34,2015-02-20,ok
20234,56,2015-03-19,ok
6791,19,2015-07-10,ok
31572,87,2015-03-03,ok
12786,35,2015-11-16,ok
9754,27,2015-08-09,ok
5501,16,2015-01-02,comp3
5820,16,2015-11-16,ok
23302,64,2015-08-04,ok
11067,31,2015-03-10,ok
26351,72,2015-11-30,ok
2007,6,2015-06-26,ok
23105,64,2015-01-19,ok
21529,59,2015-10-01,ok
3078,9,2015-05-29,ok
22933,63,2015-08-01,ok
5987,17,2015-04-30,ok
17927,49,2015-12-01,ok
26725,73,2015-12-07,ok
21913,60,2015-10-19,ok
7334,21,2015-01-02,ok
19533,54,2015-04-19,ok
7751,22,2015-02-21,ok
10367,29,2015-04-12,ok
11751,33,2015-01-19,ok
8562,24,2015-05-09,ok
21030,58,2015-05-21,ok
21384,59,2015-05-09,ok
7421,21,2015-03-30,ok
11260,31,2015-09-19,ok
21509,59,2015-09-11,ok
11985,33,2015-09-09,ok
10734,30,2015-04-13,ok
16076,44,2015-11-11,ok
35481,97,2015-11-01,ok
10490,29,2015-08-13,ok
5156,15,2015-01-25,ok
8776,24,2015-12-09,ok
9440,26,2015-09-30,ok
272,1,2015-09-30,ok
4708,13,2015-11-07,ok
6288,18,2015-02-23,ok
17333,48,2015-04-18,ok
9919,28,2015-01-20,ok
30157,83,2015-04-23,ok
21318,59,2015-03-04,ok
8885,25,2015-03-27,ok
10953,30,2015-11-17,ok
33727,93,2015-01-17,ok
27468,75,2015-12-18,ok
23143,64,2015-02-26,ok
14610,40,2015-11-09,ok
16275,45,2015-05-28,ok
21201,58,2015-11-08,ok
17056,47,2015-07-16,ok
24441,67,2015-09-12,ok
28610,79,2015-01-30,ok
28954,80,2015-01-08,ok
16992,47,2015-05-13,ok
21461,59,2015-07-25,ok
15948,44,2015-07-06,ok
4546,13,2015-05-30,ok
10086,28,2015-07-06,ok
7108,20,2015-05-22,ok
5123,14,2015-12-25,ok
17907,49,2015-11-11,comp3
4669,13,2015-09-29,ok
33873,93,2015-06-12,ok
11756,33,2015-01-24,ok
13057,36,2015-08-13,ok
32438,89,2015-07-13,ok
27618,76,2015-05-16,ok
28422,78,2015-07-27,ok
8856,25,2015-02-26,ok
19854,55,2015-03-05,ok
23135,64,2015-02-18,ok
21204,58,2015-11-11,ok
18019,50,2015-03-02,ok
10935,30,2015-10-30,ok
24886,68,2015-11-30,ok
24668,68,2015-04-26,ok
5353,15,2015-08-10,ok
12569,35,2015-04-14,ok
734,3,2015-01-02,ok
26120,72,2015-04-13,ok
21901,60,2015-10-07,ok
9442,26,2015-10-02,ok
18677,51,2015-12-19,ok
34487,95,2015-02-13,ok
31896,88,2015-01-20,ok
19523,54,2015-04-09,ok
20481,56,2015-11-20,ok
32254,89,2015-01-10,ok
32658,90,2015-02-17,ok
28727,79,2015-05-27,ok
11312,31,2015-11-10,ok
10564,29,2015-10-26,ok
25304,70,2015-01-20,ok
9757,27,2015-08-12,ok
18139,50,2015-06-30,ok
14855,41,2015-07-11,ok
17465,48,2015-08-28,ok
7494,21,2015-06-11,ok
22818,63,2015-04-08,ok
32394,89,2015-05-30,ok
22559,62,2015-07-25,ok
10448,29,2015-07-02,ok
32318,89,2015-03-15,ok
17015,47,2015-06-05,ok
19225,53,2015-06-16,ok
29911,82,2015-08-21,ok
18248,50,2015-10-17,ok
21920,60,2015-10-26,ok
15376,42,2015-12-13,ok
8112,23,2015-02-14,ok
20407,56,2015-09-08,ok
8718,24,2015-10-12,ok
16721,46,2015-08-16,ok
27573,76,2015-04-01,ok
22467,62,2015-04-24,ok
623,2,2015-09-14,ok
12056,33,2015-11-19,ok
36344,100,2015-03-09,ok
31832,87,2015-11-18,ok
14325,40,2015-01-28,ok
23445,64,2015-12-25,ok
16975,47,2015-04-26,ok
8683,24,2015-09-07,ok
21469,59,2015-08-02,ok
17561,48,2015-12-02,ok
24725,68,2015-06-22,ok
5926,17,2015-03-01,ok
18911,52,2015-08-08,ok
35923,99,2015-01-13,ok
31469,86,2015-11-21,ok
14947,41,2015-10-11,ok
14151,39,2015-08-08,ok
18329,51,2015-01-05,ok
23007,63,2015-10-14,ok
31216,86,2015-03-13,ok
3781,11,2015-04-29,ok
26276,72,2015-09-16,ok
896,3,2015-06-13,ok
34063,93,2015-12-19,ok
4344,12,2015-11-11,ok
25679,71,2015-01-28,ok
18947,52,2015-09-13,ok
9828,27,2015-10-22,ok
11644,32,2015-10-05,ok
20844,57,2015-11-17,ok
36578,100,2015-10-29,ok
19806,55,2015-01-16,ok
10642,30,2015-01-11,ok
29184,80,2015-08-26,ok
317,1,2015-11-14,ok
20768,57,2015-09-02,ok
22942,63,2015-08-10,ok
29019,80,2015-03-14,ok
30614,84,2015-07-21,ok
25678,71,2015-01-27,ok
10028,28,2015-05-09,ok
24622,68,2015-03-11,ok
19295,53,2015-08-25,ok
24488,67,2015-10-29,ok
26992,74,2015-08-30,ok
7115,20,2015-05-29,ok
11750,33,2015-01-18,ok
19820,55,2015-01-30,ok
33109,91,2015-05-12,ok
33300,91,2015-11-19,ok
2947,9,2015-01-18,ok
6060,17,2015-07-12,ok
7634,21,2015-10-28,ok
9443,26,2015-10-03,ok
28812,79,2015-08-20,ok
17978,50,2015-01-20,ok
10653,30,2015-01-22,ok
5,1,2015-01-06,ok
13410,37,2015-07-31,ok
363,1,2015-12-30,ok
2984,9,2015-02-24,ok
16047,44,2015-10-13,ok
15552,43,2015-06-06,ok
35135,96,2015-11-22,ok
26028,72,2015-01-11,ok
33412,92,2015-03-10,ok
19367,53,2015-11-05,ok
11932,33,2015-07-18,ok
20195,56,2015-02-08,ok
3298,10,2015-01-03,ok
105,1,2015-04-16,ok
1591,5,2015-05-07,ok
35150,96,2015-12-07,ok
26048,72,2015-01-31,ok
28127,77,2015-10-06,ok
36276,99,2016-01-01,ok
28169,77,2015-11-17,ok
31337,86,2015-07-12,ok
13950,39,2015-01-19,ok
34398,94,2015-11-18,ok
27730,76,2015-09-05,ok
31720,87,2015-07-29,ok
33834,93,2015-05-04,ok
21321,59,2015-03-07,ok
28482,78,2015-09-25,ok
6966,19,2016-01-01,ok
13101,36,2015-09-26,ok
2798,8,2015-08-23,ok
31195,86,2015-02-20,ok
28053,77,2015-07-24,ok
4002,11,2015-12-06,ok
18245,50,2015-10-14,ok
17934,49,2015-12-08,ok
20982,58,2015-04-03,ok
31948,88,2015-03-13,ok
35977,99,2015-03-08,ok
17586,48,2015-12-27,ok
477,2,2015-04-21,ok
16284,45,2015-06-06,ok
34175,94,2015-04-09,ok
28303,78,2015-03-30,ok
20157,56,2015-01-01,ok
7224,20,2015-09-15,ok
32470,89,2015-08-14,ok
36302,100,2015-01-26,ok
10107,28,2015-07-27,ok
23772,65,2015-11-15,ok
168,1,2015-06-18,ok
9392,26,2015-08-13,ok
12998,36,2015-06-15,ok
30242,83,2015-07-16,ok
30206,83,2015-06-11,ok
3886,11,2015-08-12,ok
21801,60,2015-06-29,ok
24508,67,2015-11-18,ok
19795,55,2015-01-05,ok
10752,30,2015-05-01,ok
21750,60,2015-05-09,ok
25384,70,2015-04-10,ok
9162,25,2015-12-27,ok
24302,67,2015-04-26,ok
8396,23,2015-11-25,ok
23588,65,2015-05-16,ok
15320,42,2015-10-18,ok
21235,58,2015-12-12,comp2
4925,14,2015-06-10,ok
15679,43,2015-10-11,ok
5528,16,2015-01-29,ok
22968,63,2015-09-05,ok
15855,44,2015-04-04,ok
29076,80,2015-05-10,ok
9388,26,2015-08-09,ok
21293,59,2015-02-07,ok
36337,100,2015-03-02,ok
29268,80,2015-11-18,ok
32477,89,2015-08-21,comp2
22214,61,2015-08-15,ok
32054,88,2015-06-27,ok
34288,94,2015-07-31,ok
14500,40,2015-07-22,ok
33821,93,2015-04-21,ok
35218,97,2015-02-11,ok
28639,79,2015-02-28,ok
1844,6,2015-01-14,ok
16423,45,2015-10-23,ok
24760,68,2015-07-27,ok
3215,9,2015-10-13,ok
10034,28,2015-05-15,ok
27436,75,2015-11-16,ok
25693,71,2015-02-11,ok
35885,98,2015-12-07,ok
35726,98,2015-07-01,ok
9735,27,2015-07-21,ok
21417,59,2015-06-11,ok
2740,8,2015-06-26,ok
1475,5,2015-01-11,ok
18945,52,2015-09-11,ok
15366,42,2015-12-03,ok
6175,17,2015-11-03,ok
33994,93,2015-10-11,ok
6372,18,2015-05-18,ok
15726,43,2015-11-27,ok
4118,12,2015-03-30,ok
22418,62,2015-03-06,ok
36547,100,2015-09-28,ok
4756,13,2015-12-24,ok
35860,98,2015-11-12,ok
36481,100,2015-07-24,ok
27816,76,2015-11-30,ok
17613,49,2015-01-22,ok
20449,56,2015-10-19,ok
15414,43,2015-01-19,ok
3797,11,2015-05-15,ok
23665,65,2015-08-01,ok
36279,100,2015-01-03,ok
10154,28,2015-09-12,ok
28312,78,2015-04-08,ok
29751,82,2015-03-14,ok
15143,42,2015-04-24,ok
16036,44,2015-10-02,ok
29001,80,2015-02-24,ok
20108,55,2015-11-14,ok
26692,73,2015-11-04,ok
23354,64,2015-09-25,ok
5431,15,2015-10-27,ok
28560,78,2015-12-12,ok
18619,51,2015-10-22,ok
26266,72,2015-09-06,ok
33671,92,2015-11-23,ok
30952,85,2015-06-23,ok
11709,32,2015-12-09,ok
3291,9,2015-12-28,ok
12392,34,2015-10-20,ok
25770,71,2015-04-29,ok
14174,39,2015-08-31,ok
16736,46,2015-08-31,ok
9398,26,2015-08-19,comp2
19405,53,2015-12-13,ok
10158,28,2015-09-16,ok
4086,12,2015-02-26,ok
8282,23,2015-08-03,comp3
30283,83,2015-08-26,ok
21100,58,2015-07-30,comp3
9969,28,2015-03-11,ok
5520,16,2015-01-21,ok
24387,67,2015-07-20,ok
4057,12,2015-01-28,ok
27550,76,2015-03-09,ok
24717,68,2015-06-14,ok
12351,34,2015-09-09,ok
8483,24,2015-02-19,ok
15332,42,2015-10-30,ok
20719,57,2015-07-15,ok
5409,15,2015-10-05,ok
9595,27,2015-03-03,ok
19922,55,2015-05-12,ok
15822,44,2015-03-02,ok
1421,4,2015-11-19,ok
3539,10,2015-09-01,ok
1286,4,2015-07-07,ok
31969,88,2015-04-03,ok
18092,50,2015-05-14,ok
915,3,2015-07-02,ok
32277,89,2015-02-02,ok
35431,97,2015-09-12,ok
23768,65,2015-11-11,ok
5133,15,2015-01-03,ok
1131,4,2015-02-02,ok
36394,100,2015-04-28,ok
8341,23,2015-10-01,ok
16175,45,2015-02-17,ok
24955,69,2015-02-06,ok
15859,44,2015-04-08,ok
8030,22,2015-11-25,ok
29865,82,2015-07-06,ok
35043,96,2015-08-22,ok
31904,88,2015-01-28,ok
24249,67,2015-03-04,ok
11998,33,2015-09-22,ok
6104,17,2015-08-25,ok
12057,33,2015-11-20,ok
21066,58,2015-06-26,ok
2742,8,2015-06-28,ok
34657,95,2015-08-02,ok
19632,54,2015-07-27,ok
24240,67,2015-02-23,ok
26192,72,2015-06-24,ok
8188,23,2015-05-01,ok
6621,19,2015-01-21,ok
13553,37,2015-12-21,ok
7054,20,2015-03-29,ok
20346,56,2015-07-09,ok
12083,33,2015-12-16,ok
17863,49,2015-09-28,ok
15938,44,2015-06-26,ok
3785,11,2015-05-03,ok
35760,98,2015-08-04,ok
14362,40,2015-03-06,ok
28398,78,2015-07-03,ok
34701,95,2015-09-15,ok
35949,99,2015-02-08,ok
22610,62,2015-09-14,ok
12332,34,2015-08-21,ok
35203,97,2015-01-27,ok
31423,86,2015-10-06,ok
7712,22,2015-01-13,ok
17996,50,2015-02-07,ok
5232,15,2015-04-11,ok
19147,53,2015-03-30,ok
12750,35,2015-10-11,ok
2698,8,2015-05-15,ok
5595,16,2015-04-06,ok
28219,78,2015-01-05,ok
13523,37,2015-11-21,ok
26943,74,2015-07-12,ok
6396,18,2015-06-11,ok
23030,63,2015-11-06,ok
23633,65,2015-06-30,comp4
25719,71,2015-03-09,ok
9301,26,2015-05-14,ok
1899,6,2015-03-10,ok
26784,74,2015-02-03,ok
9791,27,2015-09-15,ok
9120,25,2015-11-15,ok
20757,57,2015-08-22,ok
24172,66,2015-12-18,ok
26777,74,2015-01-27,ok
36338,100,2015-03-03,ok
15093,42,2015-03-05,ok
20331,56,2015-06-24,ok
31520,87,2015-01-10,ok
29149,80,2015-07-22,ok
1619,5,2015-06-04,ok
31382,86,2015-08-26,ok
19085,53,2015-01-27,ok
29057,80,2015-04-21,ok
238,1,2015-08-27,ok
4715,13,2015-11-14,ok
29975,82,2015-10-24,ok
15408,43,2015-01-13,ok
21959,60,2015-12-04,ok
35338,97,2015-06-11,ok
35216,97,2015-02-09,ok
981,3,2015-09-06,ok
21855,60,2015-08-22,ok
27931,77,2015-03-24,ok
5481,15,2015-12-15,ok
25975,71,2015-11-20,ok
3213,9,2015-10-11,ok
12043,33,2015-11-06,ok
22783,63,2015-03-04,ok
16778,46,2015-10-12,ok
22133,61,2015-05-26,ok
4515,13,2015-04-29,ok
23118,64,2015-02-01,ok
21623,60,2015-01-02,ok
27341,75,2015-08-13,ok
14508,40,2015-07-30,ok
4755,13,2015-12-23,ok
30985,85,2015-07-26,ok
21616,59,2015-12-27,ok
34040,93,2015-11-26,ok
20905,58,2015-01-16,ok
19993,55,2015-07-22,ok
12646,35,2015-06-30,ok
14716,41,2015-02-22,ok
12949,36,2015-04-27,ok
32544,89,2015-10-27,ok
29806,82,2015-05-08,ok
32326,89,2015-03-23,ok
11569,32,2015-07-22,ok
34744,95,2015-10-28,ok
3104,9,2015-06-24,ok
29273,80,2015-11-23,ok
25391,70,2015-04-17,ok
26396,73,2015-01-12,ok
916,3,2015-07-03,ok
1941,6,2015-04-21,ok
6735,19,2015-05-15,ok
22755,63,2015-02-04,ok
29487,81,2015-06-24,ok
31919,88,2015-02-12,ok
6138,17,2015-09-28,ok
34119,94,2015-02-12,ok
20718,57,2015-07-14,ok
35487,97,2015-11-07,ok
22888,63,2015-06-17,ok
18306,50,2015-12-14,ok
23299,64,2015-08-01,ok
28507,78,2015-10-20,ok
30811,85,2015-02-02,ok
1493,5,2015-01-29,ok
14886,41,2015-08-11,ok
8078,23,2015-01-11,ok
28577,78,2015-12-29,ok
35076,96,2015-09-24,ok
4856,14,2015-04-02,ok
35187,97,2015-01-12,ok
15231,42,2015-07-21,ok
15043,42,2015-01-14,ok
28218,78,2015-01-04,ok
24987,69,2015-03-10,ok
23363,64,2015-10-04,ok
10023,28,2015-05-04,ok
11441,32,2015-03-17,ok
13336,37,2015-05-18,ok
12353,34,2015-09-11,ok
23923,66,2015-04-14,ok
33429,92,2015-03-27,ok
36414,100,2015-05-18,ok
10971,30,2015-12-05,comp4
19796,55,2015-01-06,ok
33643,92,2015-10-26,ok
35568,98,2015-01-26,ok
1156,4,2015-02-27,ok
31711,87,2015-07-20,ok
3554,10,2015-09-16,ok
3069,9,2015-05-20,ok
33154,91,2015-06-26,ok
30510,84,2015-04-08,ok
3036,9,2015-04-17,ok
30998,85,2015-08-08,ok
8362,23,2015-10-22,ok
8374,23,2015-11-03,ok
5523,16,2015-01-24,ok
18858,52,2015-06-16,ok
33321,91,2015-12-10,ok
15398,43,2015-01-03,ok
16058,44,2015-10-24,ok
29635,81,2015-11-19,ok
5288,15,2015-06-06,ok
12940,36,2015-04-18,ok
29166,80,2015-08-08,ok
3416,10,2015-05-01,ok
11738,33,2015-01-06,ok
9279,26,2015-04-22,ok
19773,54,2015-12-15,ok
28012,77,2015-06-13,ok
27311,75,2015-07-14,ok
21024,58,2015-05-15,ok
12680,35,2015-08-03,ok
8479,24,2015-02-15,ok
30145,83,2015-04-11,ok
5203,15,2015-03-13,ok
784,3,2015-02-21,ok
12129,34,2015-01-30,ok
2415,7,2015-08-06,ok
23962,66,2015-05-22,ok
12430,34,2015-11-27,ok
4036,12,2015-01-07,comp2
23029,63,2015-11-05,ok
1898,6,2015-03-09,ok
1091,3,2015-12-25,ok
17700,49,2015-04-19,ok
17018,47,2015-06-08,ok
18205,50,2015-09-04,ok
34341,94,2015-09-22,ok
16991,47,2015-05-12,ok
13943,39,2015-01-12,ok
5901,17,2015-02-04,ok
26093,72,2015-03-17,ok
25809,71,2015-06-07,ok
13472,37,2015-10-01,comp4
17020,47,2015-06-10,ok
14721,41,2015-02-27,ok
31315,86,2015-06-20,ok
14190,39,2015-09-16,ok
27949,77,2015-04-11,ok
12123,34,2015-01-24,ok
35698,98,2015-06-04,ok
7594,21,2015-09-18,ok
13537,37,2015-12-05,ok
24337,67,2015-05-31,comp4
1120,4,2015-01-22,ok
24658,68,2015-04-16,ok
20946,58,2015-02-26,ok
5285,15,2015-06-03,ok
3763,11,2015-04-12,ok
18029,50,2015-03-12,ok
36468,100,2015-07-11,ok
24778,68,2015-08-14,ok
16688,46,2015-07-14,ok
23992,66,2015-06-21,ok
28094,77,2015-09-03,ok
34145,94,2015-03-10,ok
8601,24,2015-06-17,ok
14303,40,2015-01-06,ok
578,2,2015-07-31,ok
21199,58,2015-11-06,ok
32422,89,2015-06-27,ok
32926,90,2015-11-11,ok
22358,62,2015-01-05,ok
26670,73,2015-10-13,ok
9093,25,2015-10-19,ok
17366,48,2015-05-21,ok
25749,71,2015-04-08,ok
11905,33,2015-06-21,ok
18189,50,2015-08-19,ok
19179,53,2015-05-01,ok
1902,6,2015-03-13,ok
34638,95,2015-07-14,ok
2848,8,2015-10-12,ok
3364,10,2015-03-10,ok
25875,71,2015-08-12,ok
25052,69,2015-05-14,ok
34256,94,2015-06-29,ok
2749,8,2015-07-05,ok
30843,85,2015-03-06,ok
28870,79,2015-10-17,ok
30147,83,2015-04-13,ok
10733,30,2015-04-12,ok
22499,62,2015-05-26,ok
4788,14,2015-01-24,ok
13198,36,2016-01-01,ok
5165,15,2015-02-03,ok
17158,47,2015-10-26,ok
15610,43,2015-08-03,ok
25912,71,2015-09-18,ok
30870,85,2015-04-02,ok
13927,38,2015-12-28,ok
23173,64,2015-03-28,ok
31259,86,2015-04-25,ok
34776,95,2015-11-29,ok
32411,89,2015-06-16,ok
7809,22,2015-04-19,ok
2543,7,2015-12-12,ok
7389,21,2015-02-26,ok
29470,81,2015-06-07,ok
13886,38,2015-11-18,ok
5055,14,2015-10-18,ok
31690,87,2015-06-29,ok
5623,16,2015-05-04,ok
11366,32,2015-01-01,ok
14667,41,2015-01-04,ok
35311,97,2015-05-15,ok
18840,52,2015-05-29,ok
35193,97,2015-01-18,ok
35026,96,2015-08-05,ok
23378,64,2015-10-19,ok
25644,70,2015-12-26,ok
35850,98,2015-11-02,ok
1123,4,2015-01-25,ok
26660,73,2015-10-03,ok
26882,74,2015-05-12,ok
27483,76,2015-01-01,ok
16146,45,2015-01-19,ok
17790,49,2015-07-18,ok
32812,90,2015-07-21,ok
12305,34,2015-07-25,ok
30571,84,2015-06-08,ok
7776,22,2015-03-18,ok
17482,48,2015-09-14,ok
24518,67,2015-11-28,ok
3235,9,2015-11-02,ok
1359,4,2015-09-18,ok
15689,43,2015-10-21,ok
2813,8,2015-09-07,ok
7702,22,2015-01-03,ok
16883,47,2015-01-24,comp3
36086,99,2015-06-25,ok
29822,82,2015-05-24,ok
11822,33,2015-03-30,ok
9143,25,2015-12-08,ok
25638,70,2015-12-20,ok
31705,87,2015-07-14,ok
27858,77,2015-01-10,ok
17982,50,2015-01-24,ok
35406,97,2015-08-18,ok
34773,95,2015-11-26,ok
26128,72,2015-04-21,ok
24164,66,2015-12-10,ok
16453,45,2015-11-22,ok
32671,90,2015-03-02,ok
18124,50,2015-06-15,ok
27926,77,2015-03-19,ok
27528,76,2015-02-15,ok
19431,54,2015-01-07,ok
26327,72,2015-11-06,ok
16676,46,2015-07-02,ok
27176,75,2015-03-01,ok
12318,34,2015-08-07,ok
23460,65,2015-01-08,ok
20095,55,2015-11-01,ok
18851,52,2015-06-09,ok
17731,49,2015-05-20,ok
7155,20,2015-07-08,ok
30514,84,2015-04-12,ok
18693,52,2015-01-03,ok
8650,24,2015-08-05,ok
23797,65,2015-12-10,ok
29977,82,2015-10-26,ok
7639,21,2015-11-02,ok
28349,78,2015-05-15,ok
10792,30,2015-06-10,ok
24895,68,2015-12-09,ok
13703,38,2015-05-19,ok
13330,37,2015-05-12,ok
10610,29,2015-12-11,ok
6517,18,2015-10-10,ok
20175,56,2015-01-19,ok
11509,32,2015-05-24,ok
23274,64,2015-07-07,ok
23554,65,2015-04-12,ok
98,1,2015-04-09,ok
36131,99,2015-08-09,ok
9713,27,2015-06-29,ok
16936,47,2015-03-18,ok
11929,33,2015-07-15,ok
5972,17,2015-04-15,ok
8908,25,2015-04-19,ok
18,1,2015-01-19,ok
2890,8,2015-11-23,ok
36552,100,2015-10-03,ok
12812,35,2015-12-12,ok
7742,22,2015-02-12,ok
27589,76,2015-04-17,ok
13037,36,2015-07-24,ok
